feature,importance
country_encoded,9.500249182243502
hospital_rate_x_time,7.276623907680911
time_decay,6.39369249502907
log_n_gxs,6.199477284596343
pre_entry_volatility,5.728271976923182
n_gxs,5.718991328752492
sqrt_months_postgx,4.331192299714136
time_decay_fast,4.218021643973384
vol_ratio_6m_12m,4.199320929112252
multiple_generics,3.197576742366533
main_package,2.601158581746107
is_late,2.5444859596773868
ther_area,2.5154981054993266
pre_entry_trend_norm,2.276106037434078
pre_entry_max_ratio,2.2562444808361866
pre_entry_min_ratio,2.173209323922663
is_early,1.9633363859266821
ther_area_encoded,1.7769375428467307
vol_ratio_3m_12m,1.7601746003466088
vol_ratio_3m_6m,1.5950545587752933
pre_entry_range_ratio,1.450751106634256
hospital_rate_bin,1.372603181653041
n_gxs_bin,1.2787951591012938
has_generic,1.2574460572263146
volume_growth_rate,1.1977271343173135
is_retail_drug,1.0492259939866677
seasonal_amplitude,1.0008705236179785
hospital_rate_missing,0.8396204547525303
hospital_rate,0.8319527250966393
seasonal_q2_effect,0.7499053599289897
n_gxs_at_month_23,0.7160063387566374
many_generics,0.7024973933436118
n_gxs_change_to_12,0.6968581386878449
seasonal_q3_effect,0.6496100884307378
hospital_rate_norm,0.605943010335211
expected_new_generics,0.5840841547661358
n_gxs_change_to_23,0.5456954410661947
n_gxs_at_month_12,0.520526514063905
pre_entry_trend,0.5047370209526597
seasonal_q4_effect,0.45503713637007076
n_gxs_max_forecast,0.436322053042702
log_n_gxs_max_forecast,0.43284992401910793
pre_entry_min,0.3952557612242996
log_n_gxs_at_month_12,0.3952007808045147
seasonal_q1_effect,0.2760921837107281
months_postgx_sq,0.27300158536521557
log_n_gxs_at_month_23,0.2650317934910369
avg_vol_3m,0.24413329317441496
seasonal_peak_month,0.24378218399009888
seasonal_trough_month,0.2082066604964229
n_gxs_at_entry,0.20692422046766334
seasonal_ratio,0.1992156252805037
log_avg_vol_3m,0.18818986690502856
is_injection,0.18288266081240195
pre_entry_max,0.17496139774847097
log_avg_vol,0.14706106012291445
log_n_gxs_at_entry,0.13456738279433048
avg_vol_6m,0.11008422396579703
main_package_encoded,0.09208853796798652
biological_x_n_gxs,0.05633364974693434
log_avg_vol_6m,0.047086472824457784
is_oral,0.04086331719840505
is_q3,0.006852392213507823
month_sin,0.005765736195279633
quarter,0.0017309359469075058
is_hospital_drug,0.0
is_q2,0.0
generic_entry_speed,0.0
is_q1,0.0
small_molecule_missing,0.0
pre_entry_months_available,0.0
small_molecule,0.0
months_postgx_cube,0.0
is_post_entry,0.0
is_mid,0.0
month_of_year,0.0
biological_missing,0.0
had_generic_pre_entry,0.0
is_q4,0.0
is_year_end,0.0
is_year_start,0.0
biological,0.0
n_gxs_pre_cutoff_max,0.0
first_generic_month,0.0
months_since_first_generic,0.0
month_cos,0.0
