feature,importance
time_decay,2201.058957517147
country_encoded,1726.5456968545914
n_gxs,1295.0989895164967
hospital_rate,921.5258263349533
vol_ratio_6m_12m,843.2786329388618
pre_entry_volatility,830.3348805904388
volume_growth_rate,688.696371525526
time_decay_fast,658.0691109001637
pre_entry_trend_norm,614.1683142483234
hospital_rate_x_time,603.0797184109688
pre_entry_min_ratio,568.1176281869411
vol_ratio_3m_6m,540.1773505210876
seasonal_amplitude,514.2583833634853
pre_entry_max_ratio,503.33922150731087
seasonal_q4_effect,419.6462864279747
seasonal_q2_effect,414.68538159132004
seasonal_q3_effect,386.5582919418812
seasonal_q1_effect,363.87209862470627
pre_entry_min,360.1977881193161
is_late,336.3965314626694
ther_area,319.98757180571556
months_postgx_sq,303.33828696608543
avg_vol_6m,281.6415562927723
pre_entry_range_ratio,280.1405034661293
n_gxs_change_to_12,259.96840566396713
pre_entry_trend,250.0306103527546
hospital_rate_norm,235.1231214404106
pre_entry_max,213.30625969171524
seasonal_peak_month,195.47178074717522
seasonal_ratio,178.4645302593708
n_gxs_at_entry,178.0897317826748
n_gxs_at_month_12,176.38286995887756
avg_vol_3m,170.439162671566
seasonal_trough_month,151.29143729805946
main_package,134.5672459602356
ther_area_encoded,121.14946556091309
multiple_generics,113.39569222927094
hospital_rate_missing,113.19123381376266
small_molecule,66.91160893440247
log_avg_vol,65.66699689626694
has_generic,64.68906390666962
biological_x_n_gxs,55.3121857047081
n_gxs_change_to_23,53.182610630989075
is_injection,49.198312014341354
month_of_year,45.052321434020996
main_package_encoded,42.69760447740555
month_sin,41.19396695494652
vol_ratio_3m_12m,39.914977103471756
log_n_gxs_at_entry,37.204620122909546
is_q3,36.25806885957718
log_n_gxs,25.26142379641533
many_generics,20.21025061607361
log_avg_vol_3m,20.03760015964508
is_early,19.010571241378784
sqrt_months_postgx,17.585290014743805
months_postgx_cube,17.228953659534454
n_gxs_at_month_23,16.77716487646103
is_oral,13.861940026283264
n_gxs_max_forecast,13.017105162143707
is_retail_drug,12.109410285949707
month_cos,11.872972011566162
biological,11.438515961170197
log_avg_vol_6m,8.797629833221436
hospital_rate_bin,7.664116024971008
log_n_gxs_at_month_12,3.6312100887298584
expected_new_generics,3.324270009994507
is_year_end,2.6488300561904907
n_gxs_bin,2.0268800258636475
quarter,1.3482449650764465
is_q2,0.3476560115814209
had_generic_pre_entry,0.0
is_hospital_drug,0.0
pre_entry_months_available,0.0
small_molecule_missing,0.0
biological_missing,0.0
is_post_entry,0.0
is_mid,0.0
log_n_gxs_at_month_23,0.0
is_q1,0.0
log_n_gxs_max_forecast,0.0
generic_entry_speed,0.0
is_year_start,0.0
n_gxs_pre_cutoff_max,0.0
first_generic_month,0.0
months_since_first_generic,0.0
is_q4,0.0
