feature,importance
country_encoded,9.222056569918683
vol_ratio_6m_12m,4.319860463561867
vol_ratio_3m_6m,3.6980601877928723
pre_entry_volatility,3.5121888376577437
pre_entry_trend_norm,3.1555884133542436
n_gxs_bin,3.1176944390725474
seasonal_q3_effect,3.1121688336146303
pre_entry_max_ratio,2.740600917271212
seasonal_q2_effect,2.698956471455168
ther_area,2.686367393495666
hospital_rate_x_time,2.674384106451565
pre_entry_min_ratio,2.5362063519221567
pre_entry_range_ratio,2.536172842905649
seasonal_q4_effect,2.4827968969822387
n_gxs,2.3631429353907074
sqrt_months_postgx,2.2892111924073566
seasonal_q1_effect,2.227056066697789
time_decay,2.18513979827272
hospital_rate_norm,2.11385661787487
time_decay_fast,2.0845912687844086
vol_ratio_3m_12m,2.0123176752693723
seasonal_amplitude,1.9527903717148585
hospital_rate,1.8500181602812533
hospital_rate_bin,1.8133999928668907
seasonal_peak_month,1.7989299033864805
volume_growth_rate,1.7801806531586069
seasonal_ratio,1.6902633099387618
multiple_generics,1.6662340745473951
main_package,1.659401032684058
log_n_gxs,1.5826309856268945
seasonal_trough_month,1.4855637333907459
pre_entry_trend,1.4567967282625245
ther_area_encoded,1.3317352123386688
pre_entry_min,1.050592695249801
pre_entry_max,1.0364175724928437
log_avg_vol,0.913830197932769
log_n_gxs_max_forecast,0.8969565480530155
n_gxs_change_to_12,0.8748536695158361
log_n_gxs_at_entry,0.7221733310317139
avg_vol_6m,0.6748385825386708
small_molecule,0.6465973603565663
log_avg_vol_3m,0.6180330884874616
avg_vol_3m,0.6070156550529171
expected_new_generics,0.5872587278483243
hospital_rate_missing,0.5729693253894936
is_early,0.526804029233767
log_avg_vol_6m,0.5231949745207026
n_gxs_at_entry,0.4839470325358991
main_package_encoded,0.4653629395264318
is_late,0.46428192896917636
log_n_gxs_at_month_12,0.37830873270030957
n_gxs_change_to_23,0.36682940363810407
has_generic,0.3605623263984611
n_gxs_max_forecast,0.34484947425785817
month_sin,0.3091072538614
biological_x_n_gxs,0.2640211714955041
n_gxs_at_month_12,0.2565271361910544
is_retail_drug,0.2523939258628625
n_gxs_at_month_23,0.24463438415990474
months_postgx_sq,0.2313439052839819
month_of_year,0.22863329738864074
is_q3,0.22427288129265566
many_generics,0.20983258061099344
month_cos,0.16056979893532816
biological,0.14305471378961157
is_oral,0.12928177127224683
log_n_gxs_at_month_23,0.11851005598475793
is_injection,0.09415855781876448
months_postgx_cube,0.04227307175343492
is_year_end,0.03150078536241045
is_q4,0.030696813912754396
is_hospital_drug,0.02830624541278302
is_q2,0.02444364030490741
quarter,0.021783899058956026
is_mid,0.002614076166309731
pre_entry_months_available,0.0
small_molecule_missing,0.0
biological_missing,0.0
generic_entry_speed,0.0
is_post_entry,0.0
had_generic_pre_entry,0.0
is_q1,0.0
n_gxs_pre_cutoff_max,0.0
first_generic_month,0.0
months_since_first_generic,0.0
is_year_start,0.0
