feature,importance
erosion_3_5,49.35227322245105
erosion_0_5,9.968043872900877
trend_0_5_norm,6.182452249489415
first_generic_month,3.057240873473031
time_decay,2.6375348019035965
sqrt_months_postgx,2.356001840190048
time_decay_fast,2.21824207489143
recovery_magnitude,1.6981466313158238
country_encoded,1.599489104312689
ther_area_encoded,1.5022330164050954
month_3_to_5_change,1.3885283705381541
is_late,1.2389800763332295
hospital_rate_x_time,1.230860420455638
is_mid,1.215442979356084
erosion_0_2,0.8734805430744742
competition_response,0.6767206056311866
n_gxs,0.5915840855647102
hospital_rate_norm,0.5709313863429999
hospital_rate,0.5383962250653896
seasonal_ratio,0.5379980861329854
vol_ratio_6m_12m,0.5339745809098237
vol_ratio_3m_6m,0.521776821285669
log_n_gxs,0.46863744111607414
n_gxs_change_to_12,0.46822790033619127
n_gxs_at_entry,0.43873479020550604
main_package,0.419246104704985
pre_entry_trend_norm,0.41280978231991616
pre_entry_max_ratio,0.39871656505476977
n_gxs_change_to_23,0.3889343622425982
hospital_rate_missing,0.36612570392429233
drop_month_0,0.36304846360650295
month_0_to_3_change,0.35498480284665107
expected_new_generics,0.3400174927460125
erosion_per_generic,0.33780233037614754
seasonal_q2_effect,0.30757044440073716
months_postgx_sq,0.29510316908620904
pre_entry_range_ratio,0.2779444666246291
seasonal_q4_effect,0.2715951651461692
multiple_generics,0.2486073727684444
vol_ratio_3m_12m,0.2445977823676956
volume_growth_rate,0.22719949211729806
log_n_gxs_at_month_23,0.21388715232729383
seasonal_amplitude,0.20815484919422292
seasonal_q3_effect,0.17805134979779672
log_n_gxs_at_entry,0.17263119587753503
log_n_gxs_max_forecast,0.16553070805797665
log_n_gxs_at_month_12,0.16551591935498103
seasonal_q1_effect,0.16424385115963222
n_gxs_at_month_23,0.14819051340105047
n_gxs_max_forecast,0.14676521568081483
n_gxs_at_month_12,0.14083041680261196
month_sin,0.10904924734632666
pre_entry_min_ratio,0.10898902124236047
trend_0_5,0.0998128303784944
pre_entry_min,0.08929505055036602
hospital_rate_bin,0.08221186240766049
avg_vol_3_5,0.07366579110693214
is_retail_drug,0.06766234455806655
pre_entry_max,0.05619520061270539
avg_vol_3m,0.055179667180829624
pre_entry_trend,0.04724927674580731
months_since_first_generic,0.045548981621897355
pre_entry_volatility,0.04419361291658511
log_avg_vol_6m,0.04162633039360292
seasonal_trough_month,0.03463105320056375
many_generics,0.033200330750570474
avg_vol_0_5,0.03286572696272829
log_avg_vol,0.028057218533485303
seasonal_peak_month,0.025979448078065504
avg_vol_0_2,0.023283284672244546
is_hospital_drug,0.021090198603277197
log_avg_vol_3m,0.020556346161278095
biological,0.017800405086911733
is_q3,0.0077978700048026515
is_year_end,0.005496270144389546
month_of_year,0.0045259590719156795
avg_vol_6m,0.0
pre_entry_months_available,0.0
small_molecule_missing,0.0
recovery_signal,0.0
biological_missing,0.0
small_molecule,0.0
biological_x_n_gxs,0.0
is_injection,0.0
main_package_encoded,0.0
is_q2,0.0
has_generic,0.0
had_generic_pre_entry,0.0
generic_entry_speed,0.0
ther_area,0.0
n_gxs_bin,0.0
is_q4,0.0
is_q1,0.0
is_oral,0.0
quarter,0.0
month_cos,0.0
is_early,0.0
is_post_entry,0.0
months_postgx_cube,0.0
n_gxs_pre_cutoff_max,0.0
is_year_start,0.0
