feature,importance
erosion_3_5,11812.890351325274
trend_0_5_norm,502.81051859259605
erosion_0_5,446.85509008169174
recovery_magnitude,350.57038301229477
time_decay,306.2230978012085
erosion_0_2,275.51219683885574
first_generic_month,250.26542764902115
is_mid,245.537453353405
country_encoded,159.8541677892208
seasonal_q2_effect,155.96932291984558
month_3_to_5_change,135.31522578001022
volume_growth_rate,133.98368728160858
hospital_rate,133.30935540795326
drop_month_0,129.4720488190651
month_0_to_3_change,128.72220468521118
seasonal_q3_effect,127.00642803311348
ther_area,124.55790159106255
vol_ratio_3m_6m,122.12177312374115
vol_ratio_6m_12m,111.44398891925812
hospital_rate_x_time,109.93550485372543
seasonal_q1_effect,106.15924483537674
seasonal_q4_effect,101.9959608912468
is_late,99.66921997070312
seasonal_amplitude,98.6616678237915
pre_entry_trend_norm,96.57627561688423
pre_entry_min_ratio,82.16738113760948
time_decay_fast,76.8124008178711
pre_entry_max_ratio,74.31928679347038
competition_response,74.15225499868393
n_gxs_change_to_12,71.31016680598259
erosion_per_generic,65.34616008400917
pre_entry_range_ratio,58.782654494047165
expected_new_generics,54.21746489405632
pre_entry_trend,53.06419789791107
pre_entry_volatility,52.73871409893036
trend_0_5,49.22037896513939
n_gxs,41.351759016513824
month_of_year,40.131373196840286
months_since_first_generic,38.112178802490234
ther_area_encoded,34.35716471076012
seasonal_ratio,33.77783086895943
hospital_rate_missing,33.763968139886856
month_sin,33.326082810759544
pre_entry_min,30.880029767751694
hospital_rate_norm,30.29324123263359
n_gxs_at_entry,28.24140304327011
seasonal_peak_month,27.843693286180496
avg_vol_3_5,27.59771603345871
vol_ratio_3m_12m,27.513608753681183
avg_vol_3m,26.421172320842743
avg_vol_6m,20.63168889284134
n_gxs_pre_cutoff_max,19.159996271133423
is_injection,17.98003190755844
n_gxs_at_month_12,16.957461923360825
month_cos,16.693324208259583
main_package,15.397235065698624
seasonal_trough_month,11.648542046546936
is_q3,11.596126943826675
pre_entry_max,9.909918993711472
avg_vol_0_5,8.933873951435089
n_gxs_at_month_23,8.655641913414001
months_postgx_sq,8.258120983839035
biological,7.979159981012344
avg_vol_0_2,7.877725005149841
n_gxs_change_to_23,5.258062064647675
log_n_gxs,4.649539947509766
months_postgx_cube,4.305828958749771
log_avg_vol,3.995374858379364
biological_x_n_gxs,3.80869197845459
sqrt_months_postgx,3.4908069372177124
log_n_gxs_at_entry,2.0256420373916626
is_oral,1.9721420109272003
quarter,1.9103359580039978
small_molecule,1.8559949398040771
is_q2,1.527978003025055
log_avg_vol_6m,1.5038800239562988
has_generic,1.312749981880188
main_package_encoded,0.8911589980125427
log_avg_vol_3m,0.7591750025749207
recovery_signal,0.7185260057449341
is_year_end,0.6578189730644226
small_molecule_missing,0.0
pre_entry_months_available,0.0
biological_missing,0.0
is_q4,0.0
log_n_gxs_max_forecast,0.0
is_retail_drug,0.0
is_hospital_drug,0.0
hospital_rate_bin,0.0
log_n_gxs_at_month_23,0.0
log_n_gxs_at_month_12,0.0
n_gxs_max_forecast,0.0
is_post_entry,0.0
n_gxs_bin,0.0
generic_entry_speed,0.0
had_generic_pre_entry,0.0
is_early,0.0
many_generics,0.0
multiple_generics,0.0
is_q1,0.0
is_year_start,0.0
