feature,importance
log_avg_vol,0.7568295032461144
n_gxs_at_month_23,0.7425905762262484
log_n_gxs_at_entry,0.5188023978159709
log_avg_vol_3m,0.4719145917878377
n_gxs_change_to_12,0.37205997425363957
n_gxs_max_forecast,0.3720599742536395
log_avg_vol_6m,0.28132926049136364
n_gxs_at_month_12,0.2736642443233359
n_gxs_change_to_23,0.27366424432331493
expected_new_generics,0.22057637171445954
avg_vol_6m,0.1599929940683025
pre_entry_min,0.12111034082139362
log_n_gxs_at_month_23,0.11559987921777169
log_n_gxs_at_month_12,0.11559987921776449
generic_entry_speed,0.1066622592010468
pre_entry_volatility,0.07680444919292632
seasonal_amplitude,0.07625570487871723
pre_entry_min_ratio,0.06644279291461266
seasonal_ratio,0.05954442597536962
avg_vol_3m,0.05324205396730488
pre_entry_trend_norm,0.05321779736540939
vol_ratio_3m_6m,0.04556292044177472
time_decay_fast,0.04510858540433026
is_injection,0.042152186684925416
sqrt_months_postgx,0.04133720715913559
main_package_encoded,0.037718924631100985
hospital_rate_norm,0.034102369169833724
biological_x_n_gxs,0.028162880165514034
vol_ratio_6m_12m,0.02560490753112155
is_retail_drug,0.02184248323996412
is_oral,0.01967021943217608
hospital_rate,0.01875933146894214
log_n_gxs_max_forecast,0.018759331463214974
is_year_end,0.01839788138015522
ther_area_encoded,0.01835060223908432
volume_growth_rate,0.01769073443065026
vol_ratio_3m_12m,0.01769023006657961
hospital_rate_missing,0.016844365949206835
biological,0.015639010207290006
pre_entry_range_ratio,0.014511789488327768
month_sin,0.013758788767467741
n_gxs_at_entry,0.013659041369751513
has_generic,0.013530791760069003
many_generics,0.012260789255376481
time_decay,0.011944728478915133
is_hospital_drug,0.011039022411087207
is_q4,0.01075567825250872
country_encoded,0.010655552285019434
small_molecule,0.009902263737984732
is_year_start,0.009498289888953505
log_n_gxs,0.009084842351980045
seasonal_trough_month,0.008589364442334213
quarter,0.007517139929937076
pre_entry_trend,0.006658354224078762
n_gxs,0.006616437631920499
is_q3,0.006390042923873518
month_of_year,0.00625100210672325
seasonal_q1_effect,0.006143630990211682
pre_entry_max_ratio,0.005621097427349975
seasonal_q3_effect,0.005330023452215361
multiple_generics,0.004757205203820107
is_mid,0.0047568003400874585
is_late,0.004494258208618516
is_q1,0.0042878582596657215
seasonal_q2_effect,0.00369350553481227
seasonal_q4_effect,0.0031813377310213314
pre_entry_max,0.0028130526393502237
month_cos,0.002729353306167339
seasonal_peak_month,0.00178342221068044
months_postgx_cube,0.0010584253465147635
is_early,0.0004327220401931132
months_postgx_sq,0.00030354525836008545
is_q2,7.777706519127391e-05
n_gxs_pre_cutoff_max,0.0
is_post_entry,0.0
months_since_first_generic,0.0
first_generic_month,0.0
pre_entry_months_available,0.0
small_molecule_missing,0.0
biological_missing,0.0
had_generic_pre_entry,0.0
