country,brand_name,bucket,time_to_50pct,erosion_first_6m,final_equilibrium
COUNTRY_0024,BRAND_1143,2,,0.04570977790329367,0.8507407535542338
COUNTRY_0024,BRAND_1865,2,5.0,0.30925074183410595,0.6360000650594955
COUNTRY_0024,BRAND_240F,2,6.0,0.34205389708023326,0.38952481413555984
COUNTRY_0024,BRAND_2F6C,2,,0.1610520370808023,0.8061166985033615
COUNTRY_0024,BRAND_3A67,2,3.0,0.43161578134644973,0.8511988200327923
COUNTRY_0024,BRAND_3CB9,2,5.0,0.3497073020679772,0.5099028162545726
COUNTRY_0024,BRAND_3E0C,2,5.0,0.32018793027885883,0.22092649027227307
COUNTRY_0024,BRAND_41B7,2,,0.10295570225570583,0.8268843538539317
COUNTRY_0024,BRAND_467B,2,,0.052986673159860276,0.8374738574037704
COUNTRY_0024,BRAND_4920,2,,0.06525413150707193,0.9008801431716504
COUNTRY_0024,BRAND_4A2D,2,2.0,0.3786960660996208,0.8141628829535468
COUNTRY_0024,BRAND_50AA,2,,0.053994261713582015,0.940940345384743
COUNTRY_0024,BRAND_52CE,2,13.0,0.25979315831330874,0.5759495016744379
COUNTRY_0024,BRAND_562D,2,,0.12917682061740865,0.7658414468176574
COUNTRY_0024,BRAND_568F,2,3.0,0.40686962001462657,0.7332134178671293
COUNTRY_0024,BRAND_6463,2,4.0,0.36171794333758656,0.22751445526717248
COUNTRY_0024,BRAND_64B8,2,0.0,0.7566666112911988,0.6847996439887424
COUNTRY_0024,BRAND_711D,2,3.0,0.46122536313356055,0.32443407088916987
COUNTRY_0024,BRAND_72C6,2,3.0,0.3616407232902459,0.5014673709897409
COUNTRY_0024,BRAND_748D,2,,0.09421378734760799,0.7850386408411109
COUNTRY_0024,BRAND_77F6,2,17.0,0.11946495419858194,0.4270957908057916
COUNTRY_0024,BRAND_8CF3,2,21.0,0.25808026156273234,0.6834458989836639
COUNTRY_0024,BRAND_93BF,2,7.0,0.24104839936653144,0.326403625115058
COUNTRY_0024,BRAND_9925,2,9.0,0.28260273580471573,0.5467449442955079
COUNTRY_0024,BRAND_9EFF,2,1.0,0.7741710436167268,0.4338780817425733
COUNTRY_0024,BRAND_A438,2,5.0,0.38929866773420885,0.5448588298828821
COUNTRY_0024,BRAND_A999,2,4.0,0.41493216935959587,0.2915813364095548
COUNTRY_0024,BRAND_BA38,2,,0.06909577166148384,0.8953196682209229
COUNTRY_0024,BRAND_C03F,2,,0.2301962340091459,0.774307341226045
COUNTRY_0024,BRAND_C35F,2,,0.11605305749587924,0.7785842019093053
COUNTRY_0024,BRAND_C58F,2,,0.06518290994651665,0.9925135268945842
COUNTRY_0024,BRAND_D71B,2,,0.019203399962459677,0.7397213463736544
COUNTRY_0024,BRAND_D7A8,2,17.0,0.10105047852321858,0.49746999241913487
COUNTRY_0024,BRAND_DA3D,2,,0.12165581525825497,0.8476716944458516
COUNTRY_0024,BRAND_DB48,2,16.0,0.30917335280099145,0.5167773527832398
COUNTRY_0024,BRAND_DF2E,2,,0.19227747573989096,0.7391905126484274
COUNTRY_0024,BRAND_E7C2,2,3.0,0.4338611529219599,0.6005063475221396
COUNTRY_0024,BRAND_ED76,2,,0.21261912738744038,0.6052092687541096
COUNTRY_0024,BRAND_F7AB,2,,0.03362368300315999,0.918126712496215
COUNTRY_0024,BRAND_F826,2,11.0,0.17391477964887636,0.6823513050490956
COUNTRY_0024,BRAND_FA46,2,11.0,0.21397159594968973,0.12747306993937674
COUNTRY_0024,BRAND_FD42,2,20.0,0.20287621416045432,0.7520712337448368
COUNTRY_0024,BRAND_FE76,2,5.0,0.2936586685961673,0.4134890375683265
COUNTRY_01A1,BRAND_0DC5,2,,0.23490943052090418,0.6225716176878866
COUNTRY_01A1,BRAND_1147,2,10.0,0.007365322681870512,0.07288317252562444
COUNTRY_01A1,BRAND_127B,2,,0.10937835195433265,0.7453494293237913
COUNTRY_01A1,BRAND_15B2,2,,0.1390827008272828,0.6882569430369738
COUNTRY_01A1,BRAND_1C1E,2,3.0,0.3627886372491549,0.5260398404412135
COUNTRY_01A1,BRAND_1DF6,2,,0.2712552440406897,0.6248954172260702
COUNTRY_01A1,BRAND_2096,2,0.0,0.6592770193871422,0.2324926725156098
COUNTRY_01A1,BRAND_3C69,2,,0.26324533731399336,0.6648962841052595
COUNTRY_01A1,BRAND_3E0C,2,,0.09479409330945265,0.7609452098442806
COUNTRY_01A1,BRAND_41B7,2,6.0,0.16244461988689096,0.34280333679492175
COUNTRY_01A1,BRAND_52CE,2,14.0,0.29662596095542304,0.4950486329025435
COUNTRY_01A1,BRAND_562D,2,5.0,0.35709955671557847,0.4035009875781561
COUNTRY_01A1,BRAND_716B,2,,0.20839283787040175,0.6113855888905805
COUNTRY_01A1,BRAND_748D,2,,0.12699832169731284,0.6222711542723752
COUNTRY_01A1,BRAND_77F6,2,0.0,0.5223677187841713,0.28346504597840766
COUNTRY_01A1,BRAND_9794,2,2.0,0.4040661060756259,0.5356001458039013
COUNTRY_01A1,BRAND_9A7C,2,8.0,0.20405017700807748,0.32929627660974875
COUNTRY_01A1,BRAND_A999,2,13.0,0.04202615444840341,0.3574221438431758
COUNTRY_01A1,BRAND_AC8E,2,19.0,0.2420790486502803,0.5594996461669428
COUNTRY_01A1,BRAND_BA38,2,3.0,0.4146928941229636,0.16844519891434884
COUNTRY_01A1,BRAND_BECC,2,,0.09849783943566148,0.7649096894653445
COUNTRY_01A1,BRAND_C967,2,22.0,0.23188111887260587,0.6168925815586642
COUNTRY_01A1,BRAND_D8AA,2,,0.02320617241691003,0.9243073929445073
COUNTRY_01A1,BRAND_E4D2,2,4.0,0.40868453482314526,0.3490682733652131
COUNTRY_01A1,BRAND_E7D1,2,0.0,0.5780070289062258,0.19783080475168913
COUNTRY_01A1,BRAND_ED43,2,,0.11727258835725884,0.827228962717144
COUNTRY_01A1,BRAND_ED76,2,,0.08031939984245884,0.8759136487408435
COUNTRY_01A1,BRAND_F62A,2,,0.05665671731268895,0.9211209856541048
COUNTRY_01A1,BRAND_FD0D,2,,0.08527809607585024,0.6719584321483039
COUNTRY_0309,BRAND_0417,2,21.0,0.10408506393742722,0.5765423087615434
COUNTRY_0309,BRAND_0550,2,6.0,0.2996850447715633,0.41866230953199707
COUNTRY_0309,BRAND_0644,2,,0.12170467646044414,0.6461218917271093
COUNTRY_0309,BRAND_07D9,2,,0.05960923965497289,0.8692013867521727
COUNTRY_0309,BRAND_0DC5,2,10.0,0.2537931729795392,0.46294569043651923
COUNTRY_0309,BRAND_0E43,2,,0.09130127236264285,0.7471471832994276
COUNTRY_0309,BRAND_0F85,2,11.0,0.12699340343558918,0.37246060422520816
COUNTRY_0309,BRAND_1147,2,,0.16021076844652615,0.6378295344758541
COUNTRY_0309,BRAND_124A,2,1.0,0.558912022398639,0.13685149779340375
COUNTRY_0309,BRAND_12CB,2,11.0,0.29511165689312846,0.4119825670608284
COUNTRY_0309,BRAND_17F3,2,5.0,0.37076637960603454,0.31685805417019974
COUNTRY_0309,BRAND_195B,2,1.0,0.33687036386124014,0.8429892010189506
COUNTRY_0309,BRAND_1B14,2,4.0,0.38889379331396356,0.35437570844063493
COUNTRY_0309,BRAND_1C33,2,2.0,0.4860626651486688,0.14708042422152126
COUNTRY_0309,BRAND_2096,2,,0.1364423870693836,0.547204722855965
COUNTRY_0309,BRAND_260B,1,2.0,0.5996641672286525,0.12229304103479251
COUNTRY_0309,BRAND_26FA,2,2.0,0.5784973420061474,0.3120193315265399
COUNTRY_0309,BRAND_2820,2,12.0,0.2736252546462975,0.8322766812352623
COUNTRY_0309,BRAND_2F6C,2,,0.059304827664438675,0.827303352671987
COUNTRY_0309,BRAND_31BE,2,7.0,0.23453684786277207,0.19873367617593776
COUNTRY_0309,BRAND_3433,2,5.0,0.2816538522949781,0.3398428066031863
COUNTRY_0309,BRAND_34FD,2,1.0,0.5378195709637623,0.2221196767759017
COUNTRY_0309,BRAND_37DB,2,18.0,0.1819685095463347,0.498707745177051
COUNTRY_0309,BRAND_3C69,2,7.0,0.18111617760564902,0.28320847424868906
COUNTRY_0309,BRAND_3CB9,2,13.0,0.3412460466994717,0.48189125239319003
COUNTRY_0309,BRAND_3CFF,2,8.0,0.25499436119381547,0.32356045971390124
COUNTRY_0309,BRAND_3E44,2,7.0,0.3402735420826991,0.3227140121209541
COUNTRY_0309,BRAND_41B7,2,5.0,0.3555406173354604,0.17285242341615636
COUNTRY_0309,BRAND_467B,2,,0.03255567948147153,0.8410551745905744
COUNTRY_0309,BRAND_4713,2,,0.10338922044100729,0.6802869850296913
COUNTRY_0309,BRAND_4828,2,,0.20348140116968771,0.8001928252064556
COUNTRY_0309,BRAND_5077,2,,0.09359873624670378,0.8905433761269896
COUNTRY_0309,BRAND_52CE,2,9.0,0.24532207897005964,0.3499949314940114
COUNTRY_0309,BRAND_5301,2,4.0,0.4030294915939189,0.20467831815997248
COUNTRY_0309,BRAND_5375,2,7.0,0.3515168938303397,0.3354024390986612
COUNTRY_0309,BRAND_562D,2,4.0,0.2907879291198123,0.1701620746111553
COUNTRY_0309,BRAND_568F,1,1.0,0.6902220301265918,0.04657856333762256
COUNTRY_0309,BRAND_596C,2,6.0,0.3033070186465998,0.17644282263748465
COUNTRY_0309,BRAND_5CBB,2,3.0,0.4077280456034249,0.260657302671224
COUNTRY_0309,BRAND_5D2C,2,,0.12111079365494082,0.6631770279491228
COUNTRY_0309,BRAND_5D89,2,7.0,0.30559966947222983,0.26092132011337915
COUNTRY_0309,BRAND_6463,2,13.0,0.13022656920775932,0.21559232355107985
COUNTRY_0309,BRAND_64B8,2,2.0,0.34097371781134644,0.7280421348672513
COUNTRY_0309,BRAND_6801,2,2.0,0.5032709099912297,0.12745907782013507
COUNTRY_0309,BRAND_68E3,2,6.0,0.3419983911043206,0.2910973422011613
COUNTRY_0309,BRAND_72C6,2,,0.05974500444984365,0.6098643414299945
COUNTRY_0309,BRAND_72E5,2,16.0,0.12023722104100776,0.5457444292534802
COUNTRY_0309,BRAND_746A,2,10.0,0.17487255666185586,0.664957110325947
COUNTRY_0309,BRAND_748D,2,14.0,0.23554539096596439,0.5635965443233385
COUNTRY_0309,BRAND_75FD,2,7.0,0.26648503892980724,0.1145577549801171
COUNTRY_0309,BRAND_77F6,2,9.0,0.18132136398570076,0.1615119058289111
COUNTRY_0309,BRAND_7BCC,2,,0.05332886889864874,0.9071836892166534
COUNTRY_0309,BRAND_85A3,2,19.0,0.1599553147964663,0.39853320410800913
COUNTRY_0309,BRAND_87EC,2,,0.030083817572146287,0.8759846216508705
COUNTRY_0309,BRAND_8CF3,2,8.0,0.2116874470134933,0.35419441575379423
COUNTRY_0309,BRAND_8E2A,2,,0.020747583015831905,0.7797422206046719
COUNTRY_0309,BRAND_9293,2,15.0,0.16767084834234325,0.2895167552578694
COUNTRY_0309,BRAND_9671,1,1.0,0.7402232466493915,0.13279897830931
COUNTRY_0309,BRAND_9925,2,,0.12744952466046422,0.7106605603724936
COUNTRY_0309,BRAND_9A7C,2,5.0,0.3595595234371689,0.1336519589649883
COUNTRY_0309,BRAND_9AFE,2,1.0,0.5078038550104405,0.434450392645293
COUNTRY_0309,BRAND_9D16,2,,0.1914772669125695,0.5602804481370006
COUNTRY_0309,BRAND_9EFF,2,6.0,0.37506914963454796,0.35356177718892656
COUNTRY_0309,BRAND_A438,2,9.0,0.18234351526118664,0.19243960611737823
COUNTRY_0309,BRAND_A4D1,1,1.0,0.6245434273364734,0.1202845248858267
COUNTRY_0309,BRAND_A84E,2,3.0,0.4577148814278361,0.18982856822266772
COUNTRY_0309,BRAND_AB82,2,,0.1794170279802526,0.9551919337779581
COUNTRY_0309,BRAND_AC8E,2,6.0,0.24447874407409453,0.1568567881033301
COUNTRY_0309,BRAND_ACB8,2,,0.1370604846453729,0.74274862278603
COUNTRY_0309,BRAND_AFB9,1,2.0,0.6021644173997062,0.010548915079867155
COUNTRY_0309,BRAND_AFD6,2,3.0,0.26840555305311253,0.3309056676339961
COUNTRY_0309,BRAND_B137,2,,0.19163081006021465,0.5774484436785595
COUNTRY_0309,BRAND_B14B,2,8.0,0.22695483289078944,0.11255930263800845
COUNTRY_0309,BRAND_BA21,2,4.0,0.33912927465029175,0.1407145984018645
COUNTRY_0309,BRAND_BA38,2,8.0,0.2557672672463325,0.44548592706257323
COUNTRY_0309,BRAND_BDE9,2,,0.05802481269362503,0.9027916199464103
COUNTRY_0309,BRAND_BECC,2,7.0,0.24886582627201304,0.2850456226907983
