feature,importance
time_decay,2232.53724886477
country_encoded,1793.0443949252367
n_gxs,1207.3918668925762
hospital_rate,1000.4565985351801
vol_ratio_6m_12m,952.5113259702921
pre_entry_volatility,901.2050702124834
volume_growth_rate,726.7779304385185
vol_ratio_3m_6m,693.7740562558174
pre_entry_trend_norm,678.257454931736
pre_entry_min_ratio,677.038768067956
hospital_rate_x_time,654.525255843997
pre_entry_max_ratio,649.9558726549149
seasonal_q3_effect,586.5526075512171
time_decay_fast,573.2804776132107
seasonal_q4_effect,540.9077830463648
seasonal_amplitude,530.7601171135902
seasonal_q1_effect,470.7103496193886
seasonal_q2_effect,451.5361815094948
pre_entry_range_ratio,431.89509166777134
ther_area,408.08869338035583
months_postgx_sq,400.0581179112196
is_late,393.1242749989033
pre_entry_trend,377.69949193298817
pre_entry_min,369.0512045919895
avg_vol_6m,349.38401268422604
seasonal_ratio,313.8902968764305
n_gxs_change_to_12,277.8227923363447
avg_vol_3m,257.1214671880007
hospital_rate_norm,252.76021739840508
pre_entry_max,236.59793710708618
seasonal_peak_month,234.57894864678383
n_gxs_at_month_12,202.07826893031597
seasonal_trough_month,178.44648207724094
n_gxs_at_entry,145.76549154520035
main_package,136.70587281882763
hospital_rate_missing,106.67090283334255
ther_area_encoded,104.99967667460442
multiple_generics,90.95847922563553
vol_ratio_3m_12m,83.01143795251846
month_of_year,73.66467717289925
log_n_gxs,71.25535318255424
log_avg_vol,70.58666321635246
has_generic,68.45618492364883
month_sin,59.10819774866104
small_molecule,46.263447403907776
n_gxs_at_month_23,42.75227136909962
log_n_gxs_at_entry,41.274385929107666
is_q3,40.988103821873665
main_package_encoded,37.36633417010307
is_injection,37.02452205121517
biological,34.549858063459396
month_cos,33.056028008461
biological_x_n_gxs,31.59237901866436
n_gxs_change_to_23,31.301718965172768
months_postgx_cube,25.644954919815063
log_avg_vol_3m,20.767513126134872
log_avg_vol_6m,19.80783200263977
is_oral,17.56330880522728
n_gxs_max_forecast,12.029435992240906
sqrt_months_postgx,11.855932042002678
is_mid,11.636935234069824
log_n_gxs_at_month_12,11.503700256347656
expected_new_generics,10.861390113830566
is_retail_drug,9.46780014038086
is_early,9.430667087435722
is_q2,5.681898966431618
many_generics,3.8977648615837097
n_gxs_bin,2.8738578855991364
hospital_rate_bin,1.5769720077514648
quarter,0.7714919894933701
is_year_end,0.2661210000514984
small_molecule_missing,0.0
pre_entry_months_available,0.0
is_hospital_drug,0.0
biological_missing,0.0
is_year_start,0.0
log_n_gxs_max_forecast,0.0
log_n_gxs_at_month_23,0.0
is_post_entry,0.0
generic_entry_speed,0.0
had_generic_pre_entry,0.0
months_since_first_generic,0.0
first_generic_month,0.0
n_gxs_pre_cutoff_max,0.0
is_q1,0.0
is_q4,0.0
