feature,importance
country_encoded,8.890943701521989
vol_ratio_6m_12m,4.535807285751276
vol_ratio_3m_6m,3.8892252871097157
pre_entry_volatility,3.7661870964502158
seasonal_q3_effect,3.2354369461427863
pre_entry_max_ratio,3.115064925215642
seasonal_q4_effect,2.861606603813748
hospital_rate_x_time,2.855095165363181
pre_entry_trend_norm,2.8359547621676606
seasonal_q2_effect,2.7212855885477873
pre_entry_min_ratio,2.6637901939479574
sqrt_months_postgx,2.659036548850892
n_gxs,2.431663172197502
vol_ratio_3m_12m,2.345032218407503
time_decay,2.1746784413585902
n_gxs_bin,2.091308820642323
ther_area,2.007814423099498
log_n_gxs,1.9980329932529635
hospital_rate_norm,1.9362784184058393
seasonal_q1_effect,1.912496338752936
main_package,1.9061227184298521
multiple_generics,1.898112523181098
time_decay_fast,1.8878942847150033
hospital_rate,1.7839079262289508
hospital_rate_bin,1.775309641857302
volume_growth_rate,1.7348608813434234
seasonal_trough_month,1.6748968608536043
pre_entry_range_ratio,1.6408410820546253
seasonal_amplitude,1.5845563970265144
pre_entry_min,1.565902839283187
seasonal_peak_month,1.506000295490964
ther_area_encoded,1.4646991772858748
seasonal_ratio,1.3942125499504032
pre_entry_trend,1.2773550108646443
n_gxs_change_to_12,0.8607531192016533
pre_entry_max,0.7972523797645994
has_generic,0.732467183309532
is_late,0.7217021641818153
log_avg_vol,0.7017910438944456
n_gxs_change_to_23,0.6745200639328586
log_n_gxs_max_forecast,0.6562284904577973
avg_vol_6m,0.647559272350986
log_avg_vol_3m,0.6426821418518387
expected_new_generics,0.6133344578049996
hospital_rate_missing,0.6020701862423952
is_early,0.5980526995820908
log_n_gxs_at_entry,0.5892603415868473
small_molecule,0.5870146304915278
avg_vol_3m,0.5825329724957418
log_n_gxs_at_month_12,0.5731710458410885
n_gxs_at_entry,0.5225442051661332
is_retail_drug,0.5135983831094693
log_avg_vol_6m,0.47603338768060954
many_generics,0.4295931796976859
n_gxs_max_forecast,0.3697302717968339
n_gxs_at_month_12,0.33627002304953135
main_package_encoded,0.33487033175471476
month_sin,0.31872679866579556
biological_x_n_gxs,0.2846959264551055
months_postgx_sq,0.27079286695344823
month_of_year,0.2292006137932645
is_q3,0.22640464194789817
is_injection,0.19581247495676304
is_oral,0.177089170548419
biological,0.1758549741911127
month_cos,0.10768510349309024
n_gxs_at_month_23,0.09914554527558604
is_hospital_drug,0.07109326724127212
is_year_end,0.06702623906089576
log_n_gxs_at_month_23,0.06642208562948808
months_postgx_cube,0.042895794413090646
quarter,0.02857423111494985
is_q2,0.024970752776236605
is_q4,0.022217849256843787
is_mid,0.00694856941607821
pre_entry_months_available,0.0
small_molecule_missing,0.0
biological_missing,0.0
is_post_entry,0.0
generic_entry_speed,0.0
is_year_start,0.0
n_gxs_pre_cutoff_max,0.0
first_generic_month,0.0
months_since_first_generic,0.0
had_generic_pre_entry,0.0
is_q1,0.0
