feature,importance
erosion_3_5,31.134108387525096
erosion_0_5,8.332568701861213
trend_0_5_norm,7.02106341536542
country_encoded,3.721669855431053
first_generic_month,3.5013764966496606
ther_area_encoded,2.7495433470531316
month_3_to_5_change,2.4606581574765043
drop_month_0,2.2542474543736195
recovery_magnitude,2.1760269461900417
hospital_rate_norm,1.9413501576783867
month_0_to_3_change,1.7945978438605819
erosion_0_2,1.700017576986765
months_postgx_sq,1.6310137140532872
hospital_rate,1.4462511691903093
months_postgx_cube,1.4059941207049387
is_late,1.3506338621699316
hospital_rate_x_time,1.262146131169381
n_gxs_change_to_12,1.2135308123656696
time_decay,1.175155844718067
sqrt_months_postgx,1.1063279914107782
hospital_rate_missing,0.943604740130436
time_decay_fast,0.9146405077706913
generic_entry_speed,0.8647615482179113
erosion_per_generic,0.8502095451465425
expected_new_generics,0.8372120107221876
avg_vol_3_5,0.745800631190683
n_gxs_change_to_23,0.7362614186798075
log_avg_vol,0.7250047568817252
trend_0_5,0.7021833053369595
n_gxs_at_entry,0.6942616942751246
n_gxs_at_month_23,0.609618943544712
avg_vol_0_5,0.5971844597924147
log_n_gxs_at_month_23,0.5840630269311032
avg_vol_0_2,0.5448336873179197
log_n_gxs_at_entry,0.4993199961812739
log_n_gxs_max_forecast,0.489677079527581
n_gxs,0.482124370243403
pre_entry_min,0.4652348071852598
avg_vol_6m,0.4496335885053656
is_mid,0.4455590880457042
log_n_gxs,0.4442084159194999
pre_entry_max,0.4244910458383405
months_since_first_generic,0.4165073762952867
n_gxs_at_month_12,0.3984038783221801
avg_vol_3m,0.39731631181578814
multiple_generics,0.3938747423197387
biological,0.38128981186913496
main_package_encoded,0.3399679662576185
log_avg_vol_6m,0.33158606281591596
is_oral,0.3205534337143077
log_n_gxs_at_month_12,0.31385841817847754
is_q3,0.3112846910174469
is_retail_drug,0.3039331312473992
log_avg_vol_3m,0.2823865485597766
month_sin,0.2726614813646529
competition_response,0.2556105031186927
biological_x_n_gxs,0.19919224637532956
n_gxs_bin,0.18845407870329456
n_gxs_pre_cutoff_max,0.18243121414270444
small_molecule,0.18003973046605318
hospital_rate_bin,0.17716519852570659
is_hospital_drug,0.16632189226788205
month_of_year,0.16477879431882875
n_gxs_max_forecast,0.15646508402121878
is_year_end,0.12416190224588203
month_cos,0.10500138886441798
is_injection,0.0855574825754867
quarter,0.0502602273228192
recovery_signal,0.03223453270731426
many_generics,0.02248363995275338
is_q4,0.018047576995422716
is_year_start,0.0
is_q2,0.0
small_molecule_missing,0.0
pre_entry_months_available,0.0
biological_missing,0.0
pre_entry_trend_norm,0.0
pre_entry_trend,0.0
had_generic_pre_entry,0.0
pre_entry_volatility,0.0
is_q1,0.0
pre_entry_max_ratio,0.0
pre_entry_min_ratio,0.0
has_generic,0.0
volume_growth_rate,0.0
vol_ratio_6m_12m,0.0
vol_ratio_3m_12m,0.0
vol_ratio_3m_6m,0.0
is_post_entry,0.0
is_early,0.0
pre_entry_range_ratio,0.0
