feature,importance
country_encoded,8.431649477301889
time_decay_fast,4.773576426096509
sqrt_months_postgx,4.735595337945991
time_decay,4.420534310531513
vol_ratio_6m_12m,4.320382348427297
pre_entry_volatility,3.6239628649326265
hospital_rate,3.298187592809866
vol_ratio_3m_6m,3.2906041181626544
log_n_gxs,2.8225835389997904
pre_entry_max_ratio,2.4702731659552524
hospital_rate_norm,2.3769170650725457
pre_entry_trend_norm,2.366717230209234
pre_entry_min_ratio,2.336541489907808
log_n_gxs_max_forecast,2.21321006683416
ther_area,2.188486619809384
volume_growth_rate,1.932804050393488
seasonal_q2_effect,1.9314726293984348
is_late,1.8759500160994071
pre_entry_range_ratio,1.8444081819484126
seasonal_q4_effect,1.7573089809479
